row_id,order_id,created_at,item_id,quantity,cust_id,delivery,add_id
2514,O102514,2025-12-23 18:02:45,1,4,86,0,86
2515,O102515,2026-01-17 18:51:44,12,1,174,0,174
2516,O102516,2026-02-19 20:32:58,11,3,281,1,281
2517,O102517,2025-12-10 20:19:55,1,1,261,1,261
2518,O102518,2025-10-30 19:30:10,1,1,264,0,264
2519,O102519,2026-02-01 12:59:53,28,1,110,1,110
2520,O102520,2025-11-20 11:17:31,28,2,80,0,80
2521,O102521,2025-10-03 17:23:36,12,1,68,0,68
2522,O102522,2026-02-24 19:08:02,13,4,6,0,6
2523,O102523,2025-11-12 19:08:45,8,1,142,0,142
2524,O102524,2025-11-18 13:12:02,25,2,66,0,66
2525,O102525,2026-01-01 13:03:26,4,1,258,0,258
2526,O102526,2026-02-16 12:53:28,8,1,30,1,30
2527,O102527,2026-02-20 18:08:49,1,1,300,0,300
2528,O102528,2026-01-01 18:52:43,28,1,83,0,83
2529,O102529,2026-02-19 11:10:37,18,1,153,1,153
2530,O102530,2025-11-23 12:47:34,20,1,62,0,62
2531,O102531,2025-10-28 12:05:51,22,3,199,1,199
2532,O102532,2025-09-20 18:23:25,11,1,215,1,215
2533,O102533,2026-01-12 20:56:57,1,1,214,1,214
2534,O102534,2025-10-08 18:51:25,6,1,202,0,202
2535,O102535,2025-11-21 13:02:28,27,1,298,1,298
2536,O102536,2026-02-18 19:45:14,11,1,101,1,101
2537,O102537,2025-10-29 17:08:54,2,1,155,1,155
2538,O102538,2025-12-01 20:16:13,19,2,61,0,61
2539,O102539,2025-11-24 18:06:43,10,1,176,1,176
2540,O102540,2026-02-16 20:39:06,17,3,21,1,21
2541,O102541,2025-12-05 20:45:05,14,2,76,0,76
2542,O102542,2025-11-12 12:21:51,3,1,195,1,195
2543,O102543,2025-11-03 19:42:03,6,1,145,1,145
2544,O102544,2025-11-07 21:02:51,15,1,126,1,126
2545,O102545,2025-12-29 11:46:17,6,1,188,1,188
2546,O102546,2026-01-22 13:29:25,12,3,200,1,200
2547,O102547,2025-11-07 17:15:27,6,1,138,1,138
2548,O102548,2025-12-24 20:38:49,9,4,139,1,139
2549,O102549,2025-11-09 20:08:05,2,1,33,1,33
2550,O102550,2026-02-10 13:53:59,13,3,12,0,12
2551,O102551,2025-12-13 12:25:38,2,2,261,0,261
2552,O102552,2025-12-27 13:28:11,2,3,191,1,191
2553,O102553,2025-11-26 12:23:49,16,4,7,1,7
2554,O102554,2025-12-24 12:52:18,1,2,137,0,137
2555,O102555,2025-11-19 19:10:26,20,1,136,0,136
2556,O102556,2025-11-10 19:03:28,11,1,163,1,163
2557,O102557,2025-10-13 20:43:57,1,1,235,0,235
2558,O102558,2026-01-30 19:58:10,2,1,63,1,63
2559,O102559,2025-10-10 20:35:17,5,1,189,1,189
2560,O102560,2026-01-05 19:32:51,8,1,144,0,144
2561,O102561,2025-10-15 17:41:10,23,3,256,0,256
2562,O102562,2025-12-13 20:52:09,3,1,13,1,13
2563,O102563,2026-02-11 17:43:20,7,1,232,0,232
2564,O102564,2025-11-27 20:41:52,1,2,2,0,2
2565,O102565,2026-01-07 20:04:01,26,1,183,0,183
2566,O102566,2025-09-26 11:09:30,22,1,266,0,266
2567,O102567,2025-12-05 12:29:42,21,1,66,0,66
2568,O102568,2026-02-18 13:36:44,19,2,218,0,218
2569,O102569,2026-01-30 19:44:05,9,1,112,1,112
2570,O102570,2025-10-18 12:39:22,6,1,18,0,18
2571,O102571,2025-09-23 18:11:36,17,3,201,0,201
2572,O102572,2025-10-19 19:39:22,21,3,127,1,127
2573,O102573,2025-10-24 12:40:44,18,1,110,0,110
2574,O102574,2025-09-17 13:54:30,15,2,98,0,98
2575,O102575,2025-11-13 12:27:27,1,1,114,1,114
2576,O102576,2025-12-27 12:03:35,28,1,18,1,18
2577,O102577,2026-02-19 17:07:48,9,1,96,1,96
2578,O102578,2025-09-26 12:31:07,2,1,103,1,103
2579,O102579,2026-02-06 19:40:11,16,4,284,0,284
2580,O102580,2025-11-23 18:16:49,7,1,253,1,253
2581,O102581,2025-10-20 12:13:44,28,1,227,1,227
2582,O102582,2026-02-26 12:38:18,4,1,83,0,83
2583,O102583,2026-03-06 21:40:55,2,2,287,0,287
2584,O102584,2025-10-01 13:52:56,13,4,182,1,182
2585,O102585,2026-03-03 11:24:15,21,2,109,1,109
2586,O102586,2025-10-04 20:07:34,1,1,246,0,246
2587,O102587,2025-10-13 19:00:31,14,1,252,1,252
2588,O102588,2025-10-18 19:20:09,1,2,287,1,287
2589,O102589,2025-10-31 17:03:32,19,2,113,1,113
2590,O102590,2026-03-04 13:04:20,17,2,118,1,118
2591,O102591,2025-12-07 12:04:51,2,2,24,1,24
2592,O102592,2025-10-09 17:46:17,1,2,35,1,35
2593,O102593,2026-01-04 13:36:59,14,2,176,1,176
2594,O102594,2026-02-15 13:35:31,6,1,193,0,193
2595,O102595,2025-10-22 11:10:27,28,2,245,0,245
2596,O102596,2025-10-11 12:42:05,2,1,37,1,37
2597,O102597,2026-01-05 20:39:25,8,2,104,0,104
2598,O102598,2025-09-26 18:33:30,3,1,233,1,233
2599,O102599,2025-11-15 11:38:49,3,1,252,1,252
2600,O102600,2026-01-12 20:44:36,27,1,200,0,200
2601,O102601,2025-12-16 12:40:59,3,2,244,1,244
2602,O102602,2025-11-07 12:05:40,18,1,293,1,293
2603,O102603,2026-01-26 18:50:37,13,1,97,0,97
2604,O102604,2025-09-28 12:37:04,6,1,64,0,64
2605,O102605,2025-12-22 13:18:36,13,2,179,1,179
2606,O102606,2025-09-18 18:00:08,7,2,146,1,146
2607,O102607,2025-12-05 18:48:27,9,1,203,1,203
2608,O102608,2025-12-05 20:05:26,20,1,230,1,230
2609,O102609,2026-03-12 20:16:54,5,1,178,1,178
2610,O102610,2025-12-06 19:30:12,1,2,126,1,126
2611,O102611,2026-02-21 12:29:28,1,3,140,1,140
2612,O102612,2025-10-22 18:24:14,5,1,290,1,290
2613,O102613,2025-09-19 12:22:07,2,1,190,1,190
2614,O102614,2026-01-04 13:05:54,5,1,212,0,212
2615,O102615,2026-02-20 17:59:18,7,1,269,1,269
2616,O102616,2025-11-23 19:59:18,17,1,153,1,153
2617,O102617,2025-12-04 18:25:36,26,2,132,0,132
2618,O102618,2025-11-26 18:18:14,11,1,125,1,125
2619,O102619,2025-09-21 18:43:53,14,2,210,1,210
2620,O102620,2025-09-29 18:32:26,2,2,75,0,75
2621,O102621,2025-10-12 12:06:00,28,2,112,1,112
2622,O102622,2025-10-02 18:07:55,9,1,229,0,229
2623,O102623,2026-01-27 13:18:40,16,1,168,1,168
2624,O102624,2026-02-13 12:49:08,1,1,173,1,173
2625,O102625,2026-02-09 17:19:24,26,1,155,1,155
2626,O102626,2025-09-24 12:47:55,6,1,115,0,115
2627,O102627,2026-01-13 13:25:55,6,2,59,0,59
2628,O102628,2025-12-10 18:40:43,21,4,201,0,201
2629,O102629,2025-10-07 20:39:13,26,1,285,1,285
2630,O102630,2025-11-04 12:20:25,6,1,185,1,185
2631,O102631,2025-09-29 19:18:56,2,2,115,1,115
2632,O102632,2025-09-25 19:12:19,8,1,81,0,81
2633,O102633,2026-03-03 12:19:14,14,2,209,0,209
2634,O102634,2026-02-02 19:02:35,19,4,213,1,213
2635,O102635,2026-02-09 19:24:48,12,1,161,0,161
2636,O102636,2026-01-07 19:04:29,4,4,46,1,46
2637,O102637,2025-12-07 11:14:34,19,3,155,0,155
2638,O102638,2025-10-28 19:39:17,7,1,25,0,25
2639,O102639,2025-10-27 12:08:33,28,2,230,1,230
2640,O102640,2025-10-21 11:21:25,11,1,120,0,120
2641,O102641,2025-11-14 11:12:16,7,1,105,0,105
2642,O102642,2026-01-11 13:52:00,8,1,63,1,63
2643,O102643,2025-12-06 13:47:03,2,2,245,1,245
2644,O102644,2025-10-07 20:11:58,3,2,108,0,108
2645,O102645,2025-10-30 12:13:17,16,4,133,1,133
2646,O102646,2025-10-19 18:29:04,26,2,68,0,68
2647,O102647,2026-01-11 19:10:42,20,1,9,0,9
2648,O102648,2026-01-07 19:46:26,26,1,192,0,192
2649,O102649,2025-10-13 19:30:41,13,1,280,1,280
2650,O102650,2025-10-14 18:53:38,26,1,134,1,134
2651,O102651,2025-12-24 13:34:14,10,3,136,0,136
2652,O102652,2026-02-25 12:32:55,26,1,79,1,79
2653,O102653,2026-02-13 19:21:24,7,1,163,0,163
2654,O102654,2025-11-19 17:40:12,8,2,131,0,131
2655,O102655,2025-10-12 12:05:03,2,1,40,0,40
2656,O102656,2025-11-16 18:44:35,7,3,263,0,263
2657,O102657,2026-01-11 19:55:52,9,2,26,0,26
2658,O102658,2025-12-16 12:39:39,3,1,116,0,116
2659,O102659,2026-01-21 12:11:09,25,3,163,0,163
2660,O102660,2025-11-12 18:11:10,1,3,131,0,131
2661,O102661,2025-10-15 13:24:43,5,2,77,0,77
2662,O102662,2025-11-05 19:00:44,10,1,196,0,196
2663,O102663,2025-12-03 17:57:53,1,1,149,1,149
2664,O102664,2026-01-25 18:59:21,1,1,266,1,266
2665,O102665,2025-12-21 18:24:49,9,1,86,0,86
2666,O102666,2026-03-10 17:16:39,16,1,161,0,161
2667,O102667,2025-10-27 20:38:47,5,1,219,0,219
2668,O102668,2026-01-22 17:50:10,2,1,95,1,95
2669,O102669,2026-01-02 11:25:22,10,1,79,0,79
2670,O102670,2026-03-03 13:46:59,2,2,69,0,69
2671,O102671,2025-12-08 20:59:49,7,1,60,0,60
2672,O102672,2026-03-06 19:25:14,8,1,163,1,163
2673,O102673,2025-10-31 20:46:18,14,4,79,1,79
2674,O102674,2025-12-22 11:42:16,13,1,22,1,22
2675,O102675,2025-10-11 12:46:06,3,1,283,1,283
2676,O102676,2025-11-25 18:54:54,3,3,21,0,21
2677,O102677,2025-11-01 20:06:53,2,1,33,0,33
2678,O102678,2025-12-21 18:55:27,10,1,152,0,152
2679,O102679,2025-09-19 12:37:07,10,1,206,1,206
2680,O102680,2025-12-25 13:19:48,2,3,276,0,276
2681,O102681,2025-12-25 12:59:32,26,1,1,0,1
2682,O102682,2025-11-18 19:33:20,19,4,269,1,269
2683,O102683,2025-12-28 19:49:47,2,1,206,1,206
2684,O102684,2025-12-01 18:07:39,2,3,67,0,67
2685,O102685,2025-10-06 12:01:19,15,1,75,0,75
2686,O102686,2026-01-31 12:07:18,17,3,84,1,84
2687,O102687,2025-10-10 18:39:28,2,2,291,0,291
2688,O102688,2026-03-02 12:44:12,2,1,143,0,143
2689,O102689,2026-01-05 17:01:47,15,1,30,0,30
2690,O102690,2025-09-18 13:12:47,2,1,2,0,2
2691,O102691,2025-11-04 19:00:20,13,1,279,1,279
2692,O102692,2025-11-18 19:57:15,11,1,92,1,92
2693,O102693,2026-01-01 19:39:10,14,2,182,0,182
2694,O102694,2026-01-10 17:44:27,2,1,32,0,32
2695,O102695,2025-11-14 12:35:56,3,3,224,0,224
2696,O102696,2025-11-10 19:26:57,17,1,198,0,198
2697,O102697,2025-11-01 17:06:15,8,1,59,1,59
2698,O102698,2025-10-06 12:42:32,19,1,56,0,56
2699,O102699,2025-10-12 18:54:32,17,1,116,0,116
2700,O102700,2026-02-17 19:04:33,9,2,96,1,96
2701,O102701,2026-01-18 17:06:41,1,2,11,1,11
2702,O102702,2025-09-18 18:59:34,10,3,190,0,190
2703,O102703,2025-10-06 18:29:38,8,1,137,0,137
2704,O102704,2025-12-16 20:26:37,22,2,236,0,236
2705,O102705,2025-12-15 18:11:47,15,4,278,1,278
2706,O102706,2025-12-22 13:52:25,10,2,78,1,78
2707,O102707,2025-10-22 13:13:19,13,2,182,0,182
2708,O102708,2025-12-09 12:17:42,8,2,84,1,84
2709,O102709,2025-10-21 18:38:01,8,2,228,1,228
2710,O102710,2026-01-03 18:19:04,18,2,74,1,74
2711,O102711,2025-09-22 18:35:50,12,1,203,1,203
2712,O102712,2026-02-07 13:39:54,11,1,255,1,255
2713,O102713,2026-02-19 19:54:19,2,1,39,0,39
2714,O102714,2026-01-27 20:21:13,7,2,148,1,148
2715,O102715,2025-12-23 13:37:34,1,1,274,0,274
2716,O102716,2026-03-05 18:51:25,23,1,6,0,6
2717,O102717,2025-09-25 12:08:29,1,1,88,0,88
2718,O102718,2025-09-21 19:11:17,10,1,284,0,284
2719,O102719,2025-11-12 11:56:34,11,1,267,0,267
2720,O102720,2026-01-18 13:52:34,11,2,22,1,22
2721,O102721,2025-10-14 18:26:55,3,1,243,1,243
2722,O102722,2025-09-20 11:13:02,15,2,229,1,229
2723,O102723,2026-02-15 19:49:38,6,1,207,0,207
2724,O102724,2025-11-30 11:16:49,11,2,184,1,184
2725,O102725,2026-01-05 17:03:32,18,3,278,1,278
2726,O102726,2026-01-30 18:26:56,13,1,10,0,10
2727,O102727,2026-01-04 13:44:07,1,1,58,0,58
2728,O102728,2025-11-20 12:38:02,7,1,152,1,152
2729,O102729,2026-02-07 20:25:52,26,1,176,1,176
2730,O102730,2025-10-23 19:08:07,5,1,20,1,20
2731,O102731,2025-10-22 13:27:49,2,3,224,1,224
2732,O102732,2026-02-19 11:15:13,26,2,93,0,93
2733,O102733,2025-09-24 12:19:30,25,1,151,1,151
2734,O102734,2025-12-21 18:38:27,5,1,148,1,148
2735,O102735,2025-12-06 11:53:05,27,1,119,0,119
2736,O102736,2025-10-13 12:53:55,25,1,179,0,179
2737,O102737,2025-10-19 18:05:59,22,3,128,1,128
2738,O102738,2026-02-27 12:29:31,2,2,242,0,242
2739,O102739,2026-02-22 13:20:45,15,2,275,0,275
2740,O102740,2026-02-13 19:10:43,21,1,88,0,88
2741,O102741,2025-12-29 12:32:20,9,2,161,0,161
2742,O102742,2025-10-01 13:03:33,22,1,230,0,230
2743,O102743,2025-11-22 17:19:17,9,2,158,0,158
2744,O102744,2025-10-23 13:55:33,17,3,110,1,110
2745,O102745,2026-01-13 12:37:19,16,4,152,0,152
2746,O102746,2025-11-22 13:57:38,3,1,236,0,236
2747,O102747,2025-11-12 12:33:13,7,3,251,0,251
2748,O102748,2025-11-17 19:33:58,12,1,36,0,36
2749,O102749,2026-01-24 18:11:51,26,1,20,1,20
2750,O102750,2026-02-03 17:00:18,21,1,90,1,90
2751,O102751,2025-12-06 12:28:44,5,1,162,0,162
2752,O102752,2025-11-13 17:51:50,10,1,109,1,109
2753,O102753,2025-12-17 17:30:12,4,3,290,0,290
2754,O102754,2026-01-17 17:24:59,2,2,255,0,255
2755,O102755,2025-11-13 12:25:08,12,2,34,1,34
2756,O102756,2025-11-23 20:21:03,12,2,193,1,193
2757,O102757,2025-10-15 11:38:35,5,1,15,0,15
2758,O102758,2026-03-11 18:10:06,16,1,9,0,9
2759,O102759,2025-11-29 12:18:24,4,3,210,1,210
2760,O102760,2026-02-22 19:57:53,14,2,265,1,265
2761,O102761,2026-01-07 12:58:56,6,2,299,1,299
2762,O102762,2026-02-26 18:22:48,10,3,252,1,252
2763,O102763,2025-11-01 12:28:47,12,2,57,0,57
2764,O102764,2025-12-02 18:12:40,12,3,38,0,38
2765,O102765,2025-09-20 20:48:37,10,3,42,1,42
2766,O102766,2025-10-12 19:50:59,3,1,135,1,135
2767,O102767,2026-01-28 12:11:46,3,1,82,1,82
2768,O102768,2026-01-06 19:07:49,1,1,271,1,271
2769,O102769,2025-11-26 20:21:36,1,2,252,0,252
2770,O102770,2025-10-13 17:36:03,6,1,294,0,294
2771,O102771,2026-02-13 12:52:50,6,2,218,1,218
2772,O102772,2026-01-13 20:00:49,21,1,161,0,161
2773,O102773,2025-09-22 19:07:07,11,2,65,1,65
2774,O102774,2025-11-19 20:34:08,22,4,41,0,41
2775,O102775,2026-03-01 19:22:07,3,1,158,0,158
2776,O102776,2026-03-12 18:52:34,20,3,294,0,294
2777,O102777,2025-11-28 13:56:08,4,2,63,0,63
2778,O102778,2025-10-04 20:59:44,19,1,106,1,106
2779,O102779,2025-12-28 12:28:05,3,1,106,1,106
2780,O102780,2025-11-09 13:51:39,1,1,206,0,206
2781,O102781,2026-01-05 11:40:18,8,1,171,1,171
2782,O102782,2025-12-22 12:31:36,3,1,172,1,172
2783,O102783,2025-12-23 13:25:43,13,2,60,0,60
2784,O102784,2026-01-15 17:29:01,22,1,261,0,261
2785,O102785,2025-12-30 11:58:15,4,1,216,1,216
2786,O102786,2025-11-21 11:45:43,7,1,194,1,194
2787,O102787,2025-12-08 18:13:21,10,2,54,1,54
2788,O102788,2025-11-23 11:23:07,1,2,154,1,154
2789,O102789,2025-10-21 17:13:00,4,1,280,0,280
2790,O102790,2025-10-21 20:32:55,2,2,107,1,107
2791,O102791,2025-10-16 18:37:14,12,2,139,1,139
2792,O102792,2026-02-11 19:26:31,7,2,12,1,12
2793,O102793,2025-10-31 18:48:54,4,2,2,0,2
2794,O102794,2025-12-07 19:22:07,22,1,233,1,233
2795,O102795,2025-10-21 19:07:29,4,1,169,1,169
2796,O102796,2025-10-14 19:53:53,20,2,218,0,218
2797,O102797,2025-12-04 20:37:32,18,3,18,0,18
2798,O102798,2025-11-08 18:28:41,17,4,260,1,260
2799,O102799,2025-11-10 17:48:30,8,2,114,0,114
2800,O102800,2025-09-19 18:39:58,2,4,49,0,49
2801,O102801,2025-09-22 12:08:25,2,1,99,1,99
2802,O102802,2025-11-23 11:54:10,22,1,86,0,86
2803,O102803,2026-03-03 13:29:08,1,2,44,0,44
2804,O102804,2025-10-01 18:31:44,12,2,34,0,34
2805,O102805,2025-10-27 12:49:15,21,2,52,0,52
2806,O102806,2026-02-21 13:40:59,2,2,31,1,31
2807,O102807,2025-09-24 18:47:35,9,2,279,1,279
2808,O102808,2025-11-08 12:23:05,28,3,131,1,131
2809,O102809,2025-11-30 11:53:56,15,2,74,0,74
2810,O102810,2025-10-12 12:53:39,1,1,89,1,89
2811,O102811,2025-10-12 18:13:03,9,1,196,1,196
2812,O102812,2026-03-13 19:03:59,26,2,205,1,205
2813,O102813,2025-11-16 17:51:26,17,1,17,1,17
2814,O102814,2025-12-30 20:37:01,1,1,185,0,185
2815,O102815,2025-10-02 11:15:08,5,2,161,0,161
2816,O102816,2026-01-13 12:29:05,3,2,7,0,7
2817,O102817,2025-10-28 11:13:34,20,2,232,0,232
2818,O102818,2025-10-06 18:31:09,3,1,261,1,261
2819,O102819,2025-11-27 19:50:07,28,1,130,1,130
2820,O102820,2026-01-16 20:29:16,5,1,86,0,86
2821,O102821,2025-12-03 13:50:59,25,1,75,0,75
2822,O102822,2026-03-01 17:09:21,2,3,74,0,74
2823,O102823,2025-10-23 20:58:59,14,1,139,0,139
2824,O102824,2026-01-09 19:30:56,2,2,140,1,140
2825,O102825,2026-01-02 18:22:20,2,3,107,0,107
2826,O102826,2025-10-07 18:38:52,4,2,241,1,241
2827,O102827,2025-12-14 19:22:37,10,1,69,1,69
2828,O102828,2025-10-14 12:42:07,5,3,19,0,19
2829,O102829,2025-10-30 19:34:56,7,2,298,0,298
2830,O102830,2025-11-21 18:27:50,23,4,147,1,147
2831,O102831,2025-11-10 17:03:58,1,1,216,0,216
2832,O102832,2025-11-22 11:47:14,8,2,160,1,160
2833,O102833,2026-02-10 11:18:39,21,1,46,0,46
2834,O102834,2025-09-28 11:36:47,17,1,224,1,224
2835,O102835,2026-02-19 20:40:08,21,2,104,1,104
2836,O102836,2026-02-02 12:27:17,8,4,118,1,118
2837,O102837,2025-10-17 12:33:26,5,1,259,0,259
2838,O102838,2025-10-30 11:10:12,17,1,76,0,76
2839,O102839,2025-12-17 20:00:56,3,1,76,0,76
2840,O102840,2025-09-21 18:24:15,19,2,32,0,32
2841,O102841,2025-11-17 18:39:00,1,1,207,1,207
2842,O102842,2025-10-18 13:25:51,1,2,291,0,291
2843,O102843,2026-02-09 19:40:09,20,1,48,1,48
2844,O102844,2026-01-11 19:37:43,10,2,254,0,254
2845,O102845,2025-12-25 11:50:46,5,1,236,0,236
2846,O102846,2026-01-17 21:24:15,1,1,43,1,43
2847,O102847,2026-03-11 12:27:07,24,2,264,1,264
2848,O102848,2025-10-08 20:33:56,1,1,126,1,126
2849,O102849,2026-03-13 13:32:09,18,4,285,1,285
2850,O102850,2025-09-21 12:16:51,21,1,159,0,159
2851,O102851,2025-12-08 19:17:26,7,1,186,0,186
2852,O102852,2025-11-28 18:45:17,22,1,193,1,193
2853,O102853,2025-10-11 11:08:17,23,2,76,0,76
2854,O102854,2026-03-12 17:58:08,14,1,72,0,72
2855,O102855,2025-10-25 21:25:09,1,1,148,0,148
2856,O102856,2025-11-23 18:57:08,9,2,36,1,36
2857,O102857,2025-12-31 13:59:14,5,1,184,0,184
2858,O102858,2025-10-09 12:06:49,11,1,5,1,5
2859,O102859,2026-02-04 12:26:04,13,2,170,0,170
2860,O102860,2026-02-08 11:42:55,24,1,168,1,168
2861,O102861,2026-01-13 18:14:03,4,1,17,0,17
2862,O102862,2025-10-19 18:33:09,8,1,28,0,28
2863,O102863,2025-10-19 18:59:40,7,1,90,0,90
2864,O102864,2026-03-03 20:34:45,6,1,65,0,65
2865,O102865,2025-12-09 12:52:49,24,3,220,1,220
2866,O102866,2025-12-23 19:56:19,14,3,133,1,133
2867,O102867,2025-11-12 19:19:24,20,1,226,1,226
2868,O102868,2025-11-16 11:31:46,17,2,46,1,46
2869,O102869,2026-01-20 19:16:15,6,4,105,1,105
2870,O102870,2025-12-30 18:10:20,18,2,43,1,43
2871,O102871,2026-03-07 21:25:28,28,1,65,1,65
2872,O102872,2025-12-15 20:50:25,27,3,215,1,215
2873,O102873,2026-02-23 19:56:26,22,1,142,0,142
2874,O102874,2026-01-16 18:05:42,2,1,139,1,139
2875,O102875,2025-09-20 11:59:06,20,1,107,1,107
2876,O102876,2025-12-03 20:08:15,5,1,290,1,290
2877,O102877,2025-09-30 13:26:56,17,1,108,1,108
2878,O102878,2025-10-25 11:50:40,8,1,79,0,79
2879,O102879,2025-12-17 12:50:11,1,1,183,0,183
2880,O102880,2026-02-28 19:49:07,2,2,142,1,142
2881,O102881,2026-02-03 18:33:09,8,1,253,0,253
2882,O102882,2025-12-04 12:43:37,19,1,220,0,220
2883,O102883,2025-10-03 18:17:37,20,1,258,0,258
2884,O102884,2025-11-22 20:01:22,21,2,208,1,208
2885,O102885,2025-10-10 12:56:23,5,2,23,0,23
2886,O102886,2025-11-03 12:01:07,16,1,143,0,143
2887,O102887,2025-09-18 19:15:31,2,2,271,1,271
2888,O102888,2025-09-30 20:12:10,1,2,259,1,259
2889,O102889,2026-02-04 19:39:38,25,1,54,1,54
2890,O102890,2025-09-25 20:13:19,26,1,46,1,46
2891,O102891,2025-10-14 19:31:47,2,2,60,0,60
2892,O102892,2025-09-28 19:06:56,13,1,285,1,285
2893,O102893,2026-03-11 19:48:03,17,1,80,1,80
2894,O102894,2026-02-26 17:33:21,22,3,298,1,298
2895,O102895,2025-11-08 21:21:14,5,1,62,0,62
2896,O102896,2026-01-15 20:35:33,15,3,62,0,62
2897,O102897,2026-01-15 12:29:38,18,2,268,0,268
2898,O102898,2026-01-01 12:01:35,15,1,240,0,240
2899,O102899,2025-10-20 19:43:38,23,2,241,0,241
2900,O102900,2026-01-18 17:07:34,3,1,197,1,197
2901,O102901,2026-01-09 20:35:55,2,3,117,0,117
2902,O102902,2026-02-04 11:46:45,11,2,94,1,94
2903,O102903,2025-09-20 12:16:42,22,1,239,0,239
2904,O102904,2025-12-27 21:10:52,2,2,70,0,70
2905,O102905,2026-02-05 13:29:16,7,1,197,1,197
2906,O102906,2026-03-10 18:04:27,13,1,200,1,200
2907,O102907,2026-03-14 19:56:09,2,1,296,1,296
2908,O102908,2025-12-02 19:24:04,1,3,60,1,60
2909,O102909,2025-12-19 11:52:41,10,1,112,0,112
2910,O102910,2025-11-10 18:44:07,13,3,81,1,81
2911,O102911,2025-11-29 18:18:32,1,1,296,0,296
2912,O102912,2026-01-03 18:51:04,20,1,155,0,155
2913,O102913,2025-10-24 12:58:04,6,2,118,0,118
2914,O102914,2026-03-14 13:45:50,3,2,282,1,282
2915,O102915,2025-12-05 18:05:00,5,2,169,0,169
2916,O102916,2026-01-02 13:09:31,9,2,142,1,142
2917,O102917,2025-12-07 17:35:21,5,2,218,0,218
2918,O102918,2026-02-03 19:57:28,25,1,57,0,57
2919,O102919,2025-11-15 18:48:36,9,1,51,0,51
2920,O102920,2025-10-26 13:40:02,18,2,186,1,186
2921,O102921,2025-11-14 19:01:09,4,1,237,0,237
2922,O102922,2026-01-03 19:29:09,1,1,190,1,190
2923,O102923,2026-01-12 12:52:32,8,1,53,0,53
2924,O102924,2026-01-31 21:48:14,9,2,135,1,135
2925,O102925,2026-01-19 13:14:33,1,1,111,0,111
2926,O102926,2025-10-05 19:32:54,5,1,227,1,227
2927,O102927,2025-09-29 12:11:21,4,2,93,1,93
2928,O102928,2025-10-24 20:11:35,10,1,271,1,271
2929,O102929,2026-01-01 17:08:00,8,3,24,1,24
2930,O102930,2026-01-17 21:55:53,16,3,106,0,106
2931,O102931,2026-01-16 17:08:22,12,1,107,1,107
2932,O102932,2026-01-24 20:38:03,7,2,271,1,271
2933,O102933,2026-01-27 20:33:25,12,1,16,1,16
2934,O102934,2025-12-20 19:16:00,5,1,30,1,30
2935,O102935,2026-01-16 12:26:47,1,3,269,0,269
2936,O102936,2025-11-21 19:20:12,15,2,231,1,231
2937,O102937,2025-10-01 19:32:38,23,1,211,1,211
2938,O102938,2025-11-21 12:54:04,12,3,174,1,174
2939,O102939,2025-10-24 20:30:13,22,2,124,1,124
2940,O102940,2025-11-08 12:45:11,2,2,67,1,67
2941,O102941,2025-10-14 19:53:29,21,2,247,0,247
2942,O102942,2026-02-19 12:31:06,7,1,251,1,251
2943,O102943,2026-02-21 20:23:07,4,3,151,0,151
2944,O102944,2025-09-25 13:06:53,7,2,207,0,207
2945,O102945,2025-11-03 11:11:47,7,4,107,0,107
2946,O102946,2025-10-11 21:56:17,2,1,292,0,292
2947,O102947,2025-10-02 17:01:55,1,1,254,0,254
2948,O102948,2025-10-07 17:12:28,24,1,10,0,10
2949,O102949,2025-09-25 13:12:13,3,3,176,0,176
2950,O102950,2025-11-27 13:14:54,2,2,94,1,94
2951,O102951,2026-01-08 17:15:58,11,1,82,1,82
2952,O102952,2025-12-27 19:20:16,1,3,289,0,289
2953,O102953,2025-10-14 18:14:47,12,1,282,1,282
2954,O102954,2025-11-02 18:05:10,24,1,81,1,81
2955,O102955,2025-12-15 18:19:49,11,1,199,0,199
2956,O102956,2026-01-02 17:41:21,20,1,65,1,65
2957,O102957,2025-12-17 20:37:31,4,2,86,1,86
2958,O102958,2026-01-10 19:32:54,10,1,192,0,192
2959,O102959,2026-01-21 20:48:26,21,1,2,1,2
2960,O102960,2026-03-06 19:06:36,27,3,23,0,23
2961,O102961,2025-11-03 19:57:23,19,3,24,0,24
2962,O102962,2025-11-27 12:36:58,1,1,122,0,122
2963,O102963,2025-11-05 12:11:00,27,1,81,1,81
2964,O102964,2025-10-26 19:57:41,20,1,35,0,35
2965,O102965,2026-02-22 19:14:21,4,2,31,0,31
2966,O102966,2025-12-29 18:52:35,20,1,18,0,18
2967,O102967,2025-11-18 12:10:18,22,1,107,0,107
2968,O102968,2025-10-20 11:34:01,5,2,84,1,84
2969,O102969,2025-10-18 12:50:17,18,1,276,0,276
2970,O102970,2026-01-08 19:48:38,6,3,297,0,297
2971,O102971,2025-10-17 12:31:25,3,1,69,0,69
2972,O102972,2025-11-27 12:58:00,6,2,159,1,159
2973,O102973,2026-02-08 12:28:21,13,2,138,0,138
2974,O102974,2025-12-27 17:44:14,2,1,68,0,68
2975,O102975,2026-01-03 20:17:30,5,2,206,0,206
2976,O102976,2025-11-20 13:57:57,2,1,261,1,261
2977,O102977,2026-01-09 19:14:01,1,2,218,0,218
2978,O102978,2025-12-06 20:17:03,3,2,273,1,273
